"site_id","elev","yr","month","tmin_mn","tmax_mn","ppt","freezing"
30,821,2011,1,2.54193548387097,18.6258064516129,0,5
30,821,2011,2,2.76071428571429,18.375,6.89,6
30,821,2011,3,8.69677419354839,25.8322580645161,2.97,0
30,821,2011,4,12.1033333333333,29.2066666666667,6.79,0
30,821,2011,5,14.1903225806452,31.1290322580645,0,0
30,821,2011,6,19.44,39.57,3.8,0
30,821,2011,7,23.5483870967742,38.4903225806452,70.4,0
30,821,2011,8,24.1612903225806,38.6161290322581,49.44,0
30,821,2011,9,20.26,35.9766666666667,101.36,0
30,821,2011,10,14.0903225806452,30.6,1.18,0
30,821,2011,11,7.94,21.7566666666667,26.64,0
30,821,2011,12,3.00645161290323,15.3129032258065,64.69,6
30,821,2012,1,4.61612903225806,20.4483870967742,4.48,0
30,821,2012,2,4.78275862068966,20.5724137931034,4.72,0
30,821,2012,3,5.78387096774194,23.6709677419355,15.44,0
30,821,2012,4,11.2666666666667,29.5466666666667,6.54,0
30,821,2012,5,15.6806451612903,34.6838709677419,0,0
30,821,2012,6,21.05,39.6166666666667,0.38,0
30,821,2012,7,23.3774193548387,36.9903225806452,71.22,0
30,821,2012,8,23.2903225806452,37.7451612903226,59.89,0
30,821,2012,9,20.37,34.35,20.27,0
30,821,2012,10,14.1870967741935,31.2387096774194,0.39,0
30,821,2012,11,9.85,26.0266666666667,3.71,0
30,821,2012,12,4.55806451612903,18.5,37.62,2
30,821,2013,1,2.27096774193548,16.558064516129,23.34,8
30,821,2013,2,3.06428571428571,17.4714285714286,20.85,3
30,821,2013,3,9.18709677419355,25.9161290322581,0.69,0
30,821,2013,4,11.0266666666667,28.4433333333333,3.16,0
30,821,2013,5,16.8967741935484,33.6451612903226,0.66,0
30,821,2013,6,21.29,40.2,5.36,0
30,821,2013,7,24.1,37.3483870967742,44.92,0
30,821,2013,8,23.3903225806452,36.8225806451613,20.37,0
30,821,2013,9,20.6233333333333,34.41,39.32,0
30,821,2013,10,11.6258064516129,29.1548387096774,0,0
30,821,2013,11,9.59333333333333,23.4266666666667,48.73,0
30,821,2013,12,4.82903225806452,18.1290322580645,21.3,0
30,821,2014,1,5.74193548387097,21.2096774193548,0,0
30,821,2014,2,7.50714285714286,22.7607142857143,1.97,0
30,821,2014,3,9.07096774193548,24.6354838709677,19.25,0
30,821,2014,4,11.5766666666667,28.1133333333333,1.63,0
30,821,2014,5,16.0096774193548,32.0645161290323,0,0
30,821,2014,6,22.4533333333333,39.0933333333333,0.68,0
30,821,2014,7,23.9225806451613,37.8903225806452,39.67,0
30,821,2014,8,22.1129032258065,35.3161290322581,93.15,0
30,821,2014,9,21.3866666666667,33.4266666666667,63.26,0
30,821,2014,10,15.5516129032258,30.5096774193548,51.76,0
30,821,2014,11,9.14333333333333,23.64,0,0
30,821,2014,12,5.69354838709677,18.2709677419355,42.57,2
30,821,2015,1,5.89354838709677,18.7774193548387,66,4
30,821,2015,2,8.83928571428571,23.1071428571429,13.44,0
30,821,2015,3,10.7387096774194,25.9741935483871,8.04,0
30,821,2015,4,11.6866666666667,28.0566666666667,7.91,0
30,821,2015,5,14.2903225806452,30.241935483871,7.2,0
30,821,2015,6,23.2066666666667,38.8066666666667,14.63,0
30,821,2015,7,23.7,36.5193548387097,45.68,0
30,821,2015,8,23.8064516129032,38.0129032258065,68.32,0
30,821,2015,9,21.3366666666667,33.4233333333333,62.2,0
30,821,2015,10,16.2064516129032,29.3129032258065,68.59,0
30,821,2015,11,6.95333333333333,22.0833333333333,6.62,0
30,821,2015,12,3.55161290322581,17.6258064516129,19.21,8
30,821,2016,1,3.30645161290323,17.5967741935484,47.81,1
30,821,2016,2,6.58965517241379,23.9896551724138,5.15,4
30,821,2016,3,9.28709677419355,25.9354838709677,3.25,0
30,821,2016,4,10.3333333333333,27.1533333333333,21.52,0
30,821,2016,5,14.8838709677419,31.3,0,0
30,821,2016,6,23.14,38.71,22,0
30,821,2016,7,24.7548387096774,38.0354838709677,66.58,0
30,821,2016,8,22.0516129032258,34.6870967741935,67.23,0
30,821,2016,9,19.14,32.8066666666667,55.16,0
30,821,2016,10,15.6193548387097,32.3967741935484,5.15,0
30,821,2016,11,10.13,24.5833333333333,8.89,0
30,821,2016,12,5.23225806451613,19.4129032258065,43.63,2
30,821,2017,1,4.52903225806452,16.8967741935484,49.39,4
30,821,2017,2,7.08214285714286,21.6392857142857,5.36,0
30,821,2017,3,10.0258064516129,27.541935483871,4.86,0
30,821,2017,4,11.6466666666667,29.52,0,0
30,821,2017,5,15.0193548387097,32.3806451612903,3.78,0
30,821,2017,6,22.5,40.1266666666667,0,0
30,821,2017,7,23.5483870967742,37.1225806451613,96.05,0
30,821,2017,8,22.341935483871,37.5741935483871,55.96,0
30,821,2017,9,19.98,35.7266666666667,1.22,0
30,821,2017,10,16.2935483870968,33.5774193548387,0,0
30,821,2017,11,12.23,28.2833333333333,2.22,0
30,821,2017,12,6.49354838709677,20.9935483870968,11.48,1
30,821,2018,1,6,22.5516129032258,4.01,3
30,821,2018,2,5.98214285714286,21.2571428571429,59.05,2
30,821,2018,3,8.08709677419355,23.9870967741935,0.69,0
30,821,2018,4,12.6266666666667,31.2866666666667,0,0
30,821,2018,5,16.2483870967742,34.6161290322581,0,0
30,821,2018,6,20.68,38.8666666666667,43.61,0
30,821,2018,7,23.9290322580645,38.2129032258064,63.17,0
30,821,2018,8,23.8903225806452,37.2354838709677,51.36,0
30,821,2018,9,22.49,36.2733333333333,27.4,0
30,821,2018,10,14.1322580645161,26.8870967741935,79.99,0
30,821,2018,11,7.65,23.44,6.06,0
30,821,2018,12,4.71290322580645,18.4645161290323,28.11,3
30,821,2019,1,3.53225806451613,18.5096774193548,35.95,5
30,821,2019,2,3.41428571428571,16.8285714285714,85.26,9
30,821,2019,3,7.71935483870968,23.4806451612903,20.28,0
30,821,2019,4,11.0433333333333,28.4666666666667,1.38,0
30,821,2019,5,12.6870967741935,28.8,7.87,0
30,821,2019,6,20.5333333333333,37.8866666666667,0,0
30,821,2019,7,24.4129032258065,39.5387096774194,17.43,0
30,821,2019,8,24.0709677419355,38.7451612903226,60.21,0
30,821,2019,9,20.7566666666667,34.5533333333333,62.62,0
30,821,2019,10,13.0290322580645,30.1387096774194,0,0
30,821,2019,11,10.9333333333333,24.1933333333333,63.22,0
30,821,2019,12,4.82903225806452,17.6774193548387,38.19,4
30,821,2020,1,4.6,18.8451612903226,22.83,0
30,821,2020,2,4.84827586206897,19.5103448275862,21.92,3
30,821,2020,3,7.94516129032258,21.9387096774194,26.25,0
30,821,2020,4,10.7033333333333,28.85,2.06,0
30,821,2020,5,18.1387096774194,35.5258064516129,0.44,0
30,821,2020,6,20.6133333333333,38.9,0,0
30,821,2020,7,25.6967741935484,39.4064516129032,25.04,0
30,821,2020,8,25.9322580645161,40.9,15.09,0
30,821,2020,9,22.2633333333333,36.9066666666667,1.13,0
30,821,2020,10,15.2806451612903,33.5709677419355,1.07,0
30,821,2020,11,10.2366666666667,26.65,1.94,0
30,821,2020,12,3.80645161290323,19.8161290322581,12.48,0
30,821,2021,1,2.64193548387097,19.2290322580645,29.97,9
30,821,2021,2,4.33928571428571,21.8107142857143,0,0
30,821,2021,3,6.6741935483871,22.6483870967742,13.51,1
30,821,2021,4,12.2666666666667,29.6066666666667,1.96,0
30,821,2021,5,15.4,33.9612903225806,0,0
30,821,2021,6,22.6933333333333,39.8166666666667,0.93,0
30,821,2021,7,22.8806451612903,35.7290322580645,203.12,0
30,821,2021,8,22.4387096774194,35.7129032258064,137.34,0
30,821,2021,9,20.33,34.7133333333333,53.49,0
30,821,2021,10,12.8193548387097,29.1774193548387,4.4,0
30,821,2021,11,9.8,27.6066666666667,0,0
30,821,2021,12,5.9,20.5451612903226,33.77,1
30,821,2022,1,3.76129032258065,19.6709677419355,23.16,1
30,821,2022,2,2.86428571428571,20.1321428571429,6.11,5
30,821,2022,3,6.82258064516129,24.3290322580645,5.94,0
30,821,2022,4,11.4466666666667,30.56,0,0
30,821,2022,5,15.6516129032258,34.9387096774194,0,0
30,821,2022,6,22.0733333333333,38.5433333333333,8.66,0
30,821,2022,7,24.1709677419355,38.4483870967742,34.96,0
30,821,2022,8,22.1387096774194,34.8806451612903,121.2,0
30,821,2022,9,20.85,35.7533333333333,27.22,0
30,821,2022,10,13.6645161290323,28.658064516129,35.34,0
30,821,2022,11,4.96666666666667,21.92,0,0
30,821,2022,12,3.91935483870968,18.4,32.62,4
30,821,2023,1,1.86451612903226,17.1483870967742,56.95,9
30,821,2023,2,2.94642857142857,18.2357142857143,25.75,4
30,821,2023,3,5.74193548387097,21.1677419354839,20.56,2
30,821,2023,4,8.47666666666667,29.3433333333333,0,1
30,821,2023,5,15.2741935483871,33.3548387096774,7.37,0
30,821,2023,6,16.87,37.05,0,0
30,821,2023,7,24.2548387096774,41.8096774193548,41.58,0
30,821,2023,8,23.8612903225806,39.0096774193548,29.27,0
30,821,2023,9,19.7266666666667,37.0533333333333,4.78,0
30,821,2023,10,14.8193548387097,32.2870967741936,13.8,0
30,821,2023,11,10.1433333333333,25.3966666666667,7.43,0
30,821,2023,12,4.00967741935484,20.6903225806452,41.24,0
30,821,2024,1,2.69032258064516,17.4290322580645,51.6,8
30,821,2024,2,6.30344827586207,20.3344827586207,42.72,0
30,821,2024,3,6.37096774193548,21.9,31.96,0
30,821,2024,4,9.03,26.9766666666667,25.32,0
30,821,2024,5,14.7935483870968,33.2741935483871,0,0
30,821,2024,6,21.3966666666667,39.5833333333333,29.39,0
30,821,2024,7,24.2225806451613,40.1838709677419,69.31,0
30,821,2024,8,23.6677419354839,38.1838709677419,35.44,0
30,821,2024,9,21.3333333333333,37.5033333333333,6.5,0
30,821,2024,10,15.0387096774194,34.8354838709677,0,0
30,821,2024,11,5.95,23.04,12.94,0
30,821,2024,12,4.59677419354839,23.7645161290323,0,0
1856,743,2011,1,0.8,19.0548387096774,0,12
1856,743,2011,2,1.58928571428571,18.8392857142857,10.21,8
1856,743,2011,3,8.24838709677419,26.2387096774194,2.53,0
1856,743,2011,4,11.18,29.4033333333333,11.26,0
1856,743,2011,5,13.2354838709677,31.4806451612903,0,0
1856,743,2011,6,19.8833333333333,39.4433333333333,0.45,0
1856,743,2011,7,22.9774193548387,38.8774193548387,31.7,0
1856,743,2011,8,23.1903225806452,38.741935483871,33.08,0
1856,743,2011,9,19.4333333333333,36.8433333333333,30.92,0
1856,743,2011,10,14.0096774193548,31.4516129032258,1.97,0
1856,743,2011,11,5.67,22.3366666666667,33.55,0
1856,743,2011,12,0.538709677419355,15.5967741935484,54.03,15
1856,743,2012,1,2.65483870967742,20.9935483870968,10.29,0
1856,743,2012,2,3.26206896551724,21.348275862069,6.12,2
1856,743,2012,3,5.91290322580645,24.2096774193548,17.44,3
1856,743,2012,4,11.0066666666667,30.1333333333333,8.8,0
1856,743,2012,5,16.2064516129032,35.058064516129,0,0
1856,743,2012,6,21.46,40.03,5.46,0
1856,743,2012,7,23.4903225806452,36.8709677419355,114.24,0
1856,743,2012,8,22.6322580645161,38.058064516129,55.36,0
1856,743,2012,9,19.7433333333333,34.8533333333333,17.73,0
1856,743,2012,10,14.0645161290323,31.7870967741935,0,0
1856,743,2012,11,8.38666666666667,26.3366666666667,7.25,0
1856,743,2012,12,2.95483870967742,19.2838709677419,39.02,8
1856,743,2013,1,0.629032258064516,17.0322580645161,30.07,15
1856,743,2013,2,2.15714285714286,17.9678571428571,24.22,10
