"site_id","season","nov","dec","jan","feb","mar","apr"
459,2016,231.596996758133,240.201997615397,23.813000023365,30.1780000869185,95.2819984555244,82.613999358844
859,2016,65.5700003504753,133.344000642188,33.202999137342,84.3839999884367,103.131000757217,61.9369998574257
1007,2016,48.1989989876747,119.532000303268,85.1010011136532,106.296000037342,62.0179989561439,75.4180003255606
1624,2016,49.7160001993179,121.009000003338,112.420999795198,123.624002158642,39.2760000526905,55.7170001356862
2623,2016,43.3510001301765,101.896999776363,25.610000193119,76.1909998953342,98.6239999048412,89.9150004088879
5431,2016,183.852999031544,244.503000535071,80.5070016384125,128.90700116381,25.760999773629,57.4239999577403
5523,2016,66.398000895977,134.998998999596,100.410998553038,115.527000665665,117.199999622535,53.5229998528957
6481,2016,47.982999810949,128.928998529911,43.5849999277852,142.573999941349,98.0409998297691,72.0800001844764
6701,2016,123.172001808882,215.638999000192,81.2060015201569,175.897997288033,65.5109999105334,73.3160004615784
8418,2016,268.86499530077,204.949999451637,52.1689995862544,61.092000246048,296.053005605936,308.860994840041
9341,2016,167.257002025843,246.221999302506,95.8369987756014,186.884001433849,53.8089995086193,92.5119977667928
9343,2016,167.257002025843,246.221999302506,95.8369987756014,186.884001433849,53.8089995086193,92.5119977667928
12249,2016,24.1009997297078,66.2030008621514,36.6440006336197,87.4479991253465,34.7640000551473,55.1799994296161
17468,2016,269.40499856323,427.835999190807,127.291998147964,187.225997105241,60.4490002989769,79.5009978413582
18537,2016,45.5610009431839,120.783999070525,107.290001749992,120.419001877308,42.8609999716282,58.419000685215
18867,2016,137.658999860287,182.922000512481,26.9280003826134,139.93199904263,143.598999887705,106.56199914217
19380,2016,216.160998135805,163.946000199765,67.8550008237362,124.221002697945,60.0609997985885,110.424997422611
20249,2016,162.911001563072,268.17500346154,24.3589999526739,31.140999943018,56.337999606505,96.4619999527931
21761,2016,275.845006942749,235.916998196393,27.2199994474649,49.2439988851547,99.288000613451,71.627999122953
22017,2016,232.637000698596,252.605001457036,86.9559976384044,164.584000706673,27.9320001006126,46.0490005090833
22580,2016,49.8630012273788,109.211998552084,43.6499999165535,120.766000568867,73.7600005082786,60.5719991773367
22589,2016,222.052003750112,248.8250009045,47.8460001945496,120.657001495361,241.882996946573,100.227000541985
23074,2016,69.2789994236082,158.979996144772,106.711000859737,139.61200261116,54.7800004482269,46.0840001194738
23309,2016,84.5319976806641,152.030998826027,37.3019996881485,53.3300002664328,105.248999327421,110.239999890327
23828,2016,239.050999882631,241.464000716805,68.8190005084034,112.260003328323,24.0380003452301,35.9969998002052
24160,2016,68.4709990620613,146.84000056982,98.7979984879494,129.628998816013,53.1530004441738,45.4070005118847
25330,2016,270.080998851918,115.306999064982,28.528000831604,69.4079990386963,105.337002277374,148.660000272095
