"site_id","season","agdd_0301","agdd_0302","agdd_0303","agdd_0304","agdd_0305","agdd_0306","agdd_0307","agdd_0308","agdd_0309","agdd_0310","agdd_0311","agdd_0312","agdd_0313","agdd_0314","agdd_0315","agdd_0316","agdd_0317","agdd_0318","agdd_0319","agdd_0320","agdd_0321","agdd_0322","agdd_0323","agdd_0324","agdd_0325","agdd_0326","agdd_0327","agdd_0328","agdd_0329","agdd_0330","agdd_0331","agdd_0401","agdd_0402","agdd_0403","agdd_0404","agdd_0405","agdd_0406","agdd_0407","agdd_0408","agdd_0409","agdd_0410","agdd_0411","agdd_0412","agdd_0413","agdd_0414","agdd_0415","agdd_0416","agdd_0417","agdd_0418","agdd_0419","agdd_0420","agdd_0421","agdd_0422","agdd_0423","agdd_0424","agdd_0425","agdd_0426","agdd_0427","agdd_0428","agdd_0429","agdd_0430","agdd_0501","agdd_0502","agdd_0503","agdd_0504","agdd_0505","agdd_0506","agdd_0507","agdd_0508","agdd_0509","agdd_0510","agdd_0511","agdd_0512","agdd_0513","agdd_0514","agdd_0515","agdd_0516","agdd_0517","agdd_0518","agdd_0519","agdd_0520","agdd_0521","agdd_0522","agdd_0523","agdd_0524","agdd_0525","agdd_0526","agdd_0527","agdd_0528","agdd_0529","agdd_0530","agdd_0531","agdd_0601","agdd_0602","agdd_0603","agdd_0604","agdd_0605","agdd_0606","agdd_0607","agdd_0608","agdd_0609","agdd_0610","agdd_0611","agdd_0612","agdd_0613","agdd_0614","agdd_0615","agdd_0616","agdd_0617","agdd_0618","agdd_0619","agdd_0620","agdd_0621","agdd_0622","agdd_0623","agdd_0624","agdd_0625","agdd_0626","agdd_0627","agdd_0628","agdd_0629","agdd_0630"
459,2016,13.4549999237061,17.6589999198914,24.6710000038147,32.9299998283386,42.8895001411438,55.2485003471375,68.2610011100769,86.7250018119812,101.801002025604,116.163502216339,125.369001865387,135.627501964569,148.202502727509,164.232001781464,182.342002391815,200.339002132416,211.368502140045,223.478501796722,231.34650182724,236.149501800537,239.351001977921,246.381501913071,260.062001943588,276.405502080917,281.847001791,289.831001520157,301.122000932693,307.574500799179,317.874500989914,329.96400141716,346.193501234055,359.36400103569,366.763001203537,376.707000494003,390.560001134872,406.671500921249,421.213500738144,433.796000242233,446.390000104904,456.858999967575,467.945999860764,485.147499799728,496.729999303818,507.915499448776,517.901999235153,533.46349978447,550.489500761032,566.708000898361,586.452502012253,605.137003660202,620.89550280571,635.65500330925,652.174504041672,669.094504117966,687.740504026413,707.316504240036,727.780005216599,746.825005292892,764.998005628586,783.506005048752,797.525505781174,815.897505521774,832.34300494194,843.706504583359,856.895004034042,871.402504682541,885.714005231857,903.46200633049,924.147507429123,943.719507932663,960.846508741379,983.473007917404,1007.04550814629,1022.65850806236,1039.84900832176,1051.19550871849,1064.54450964928,1077.36350989342,1089.06200957298,1103.03550982475,1117.61650919914,1132.33701014519,1150.1455104351,1168.75701022148,1188.74901080132,1210.54901003838,1231.48750948906,1256.24450945854,1276.97601008415,1299.92751002312,1322.61101031303,1344.76951098442,1366.83951067924,1389.74101138115,1412.32951235771,1433.97051119804,1455.33201098442,1475.46301150322,1498.7200114727,1520.91901087761,1543.95351099968,1568.34751200676,1592.96851229668,1618.93651080132,1644.53051257133,1670.07051348686,1697.31201434135,1726.34701418877,1754.40601420403,1781.36251521111,1806.01301646233,1831.62601542473,1858.75001597404,1886.46001505852,1915.28651499748,1943.68151545525,1970.48951411247,1998.08251452446,2026.27801394463,2050.54651522636,2076.36451601982,2101.15701556206
859,2016,5.42549991607666,9.94399976730347,9.94399976730347,9.94399976730347,10.4294997751713,13.0619999468327,16.6734997332096,27.3089996874332,43.4629990160465,60.9974991381168,72.5469986498356,81.4844986498356,93.8249985277653,105.897498756647,122.546498924494,137.611499458551,149.328999191523,158.476998955011,166.945998817682,169.064499050379,170.598999172449,174.897499233484,184.834499508142,198.686998516321,211.032999187708,214.000499159098,223.180499464273,238.242499738932,244.07949963212,250.967999368906,263.832999140024,278.645998865366,288.375498682261,291.485998541117,297.411998659372,301.130998760462,302.715998798609,313.21799865365,317.02849856019,318.624998599291,318.624998599291,323.814498454332,331.239498645067,336.244498759508,343.776498824358,355.59599879384,371.256998091936,386.429998427629,403.860498458147,422.744998961687,438.206499129534,456.875999480486,474.232997924089,487.80049803853,497.24099829793,511.831498175859,532.310997992754,549.48149779439,561.761998206377,576.101998358965,587.089998275042,598.93649867177,617.331499129534,629.617999106646,640.56949904561,650.580498725176,661.651498824358,675.13349917531,690.265499144793,703.619499236345,715.243499785662,732.168998748064,751.033998519182,769.620998412371,784.78649905324,792.766999274492,798.614999324083,810.812499552965,822.704000025988,835.148999720812,850.118999987841,867.457500964403,879.296001940966,894.253502398729,911.545002490282,931.52550175786,954.396502047777,976.875002413988,1001.82800152898,1026.03100064397,1048.73500111699,1071.37600186467,1095.1035027802,1120.22550442815,1143.73250439763,1167.91050389409,1190.18200352788,1211.79150441289,1233.27100422978,1249.7075047791,1265.21500447392,1284.99850514531,1307.96450474858,1336.3325047791,1356.04400494695,1377.81100514531,1401.33800557256,1426.13250592351,1449.561506778,1472.2345071137,1495.82150700688,1521.5200085938,1548.82900860906,1571.48150876164,1593.00400784612,1617.12800839543,1638.30700924993,1663.09300854802,1689.874006778,1715.23600628972,1735.95350697637,1754.6360078156
1007,2016,8.98449993133545,19.3620004653931,21.5355002880096,21.9645003080368,22.4360003471375,23.8920003175735,26.5170003175735,34.3490000963211,47.880499958992,64.999999165535,84.9684993028641,95.0744992494583,105.964998364449,118.035498738289,125.575998425484,133.217998147011,146.070498108864,157.708998322487,166.673498749733,170.868498921394,173.384498953819,177.763999342918,185.930499434471,200.083999037743,212.998499274254,224.636000037193,233.538500189781,243.491500258446,256.658999800682,263.078499674797,272.482000231743,291.105001330376,309.752500414848,318.069500803947,322.043500781059,329.894001364708,330.948501467705,337.951501250267,348.732001662254,353.121001601219,354.282001614571,359.764501690865,374.121002316475,382.952002644539,390.170002579689,398.776002526283,408.416502594948,419.033503174782,432.785003304482,450.994502663612,465.597502350807,477.824002861977,494.573003411293,515.662503838539,529.380004525185,541.71450483799,559.703505158424,578.455504059792,587.582503914833,596.946003556252,606.010003685951,617.598003983498,626.88000357151,639.701003670692,651.009004235268,660.660503983498,671.700003266335,682.4610029459,695.294502854347,708.933502793312,724.510502457619,736.721502900124,752.849001526833,772.174002289772,787.473002076149,803.781502366066,813.125502228737,826.96050131321,840.393001198769,855.446001648903,870.677001595497,888.429000496864,901.611500382423,915.466500878334,933.641000390053,952.360000252724,975.526000618935,1000.84950220585,1026.32050287724,1050.80550348759,1076.21700251102,1098.96650278568,1122.90100443363,1145.98800432682,1168.33550417423,1188.25650560856,1211.56500589848,1234.73100626469,1259.61650621891,1281.42200624943,1297.55350649357,1315.5785061121,1333.77350580692,1359.68250620365,1382.92950594425,1403.2570053339,1422.60800516605,1444.62800562382,1463.29550516605,1483.17150461674,1505.73950541019,1530.29900515079,1557.46050608158,1582.18500673771,1607.20300638676,1631.78450739384,1654.01400721073,1676.0935074091,1698.43400728703,1723.46450769901,1747.34200632572,1770.43800699711
1624,2016,10.4659996032715,19.0920000076294,22.390499830246,22.390499830246,24.1119997501373,25.9234998226166,30.3199999332428,39.7920000553131,50.4565002918243,65.1995003223419,83.6215012073517,94.7025015354156,104.676501512527,116.671501398087,123.385501146317,133.5145008564,145.54750084877,158.209000825882,166.455001115799,170.959001302719,173.888501405716,179.567001104355,187.638500928879,201.646500349045,211.205500364304,223.877500295639,231.733999967575,240.110000371933,251.802500486374,259.207500219345,268.137500524521,285.163001775742,303.155502080917,310.638501882553,314.209501743317,316.401001691818,318.140001654625,324.796501517296,335.96500146389,341.831501364708,345.289001345634,350.681001543999,363.185001254082,372.964001536369,382.416500926018,393.128001093864,404.731000781059,417.814500689507,433.504001498222,453.873000979424,469.582500338554,483.824001193047,500.417001605034,520.891000628471,535.53750026226,549.923499941826,564.709998965263,576.29799926281,587.950499415398,599.541499018669,610.585498690605,623.558998942375,632.049999117851,644.221499323845,655.301998972893,665.246498942375,676.813499331474,687.467498660088,699.054498553276,713.516498446465,729.971498370171,744.348499178886,762.234498858452,781.410499453545,798.305000185966,814.350499987602,824.569499850273,838.671500086784,854.452000498772,870.608500361443,887.650500178337,906.604000926018,921.840500712395,938.738501429558,957.877501368523,977.057501673698,1003.13450133801,1028.73750197887,1053.9890011549,1080.85999953747,1105.42349898815,1128.88149917126,1152.69249999523,1175.09549987316,1195.14350020885,1214.61849868298,1237.94999969006,1258.53399932384,1284.18699920177,1307.12099921703,1323.60849845409,1342.0604981184,1363.08049857616,1388.81499946117,1410.79650008678,1430.05300033092,1451.7925003767,1476.18850028515,1497.04349982738,1517.77900016308,1542.37300002575,1565.77900016308,1590.31900107861,1615.47700202465,1640.11050117016,1663.40100181103,1686.80050170422,1710.66950118542,1734.91350066662,1759.01500022411,1781.49150168896,1806.52200210094
2623,2016,4.07599973678589,7.74749994277954,7.74749994277954,7.74749994277954,7.74749994277954,8.68049991130829,10.2224998474121,20.6630001068115,35.2515001296997,51.6859998703003,61.4045000076294,64.9965000152588,73.1365003585815,84.2080011367798,99.9630002975464,111.441000938416,122.796501159668,130.643500804901,136.443001270294,138.61950135231,138.61950135231,140.457501411438,149.276000976562,163.23150062561,175.460000038147,175.460000038147,181.232999801636,194.090498924255,198.658498764038,202.266498565674,211.77449798584,226.286997795105,234.07999753952,234.977997541428,239.042497396469,240.055497646332,240.055497646332,249.853997707367,253.570497751236,254.767997741699,254.767997741699,257.731997728348,263.556497812271,266.677497625351,271.988497495651,281.164498090744,294.226998090744,308.501497983932,324.40849852562,341.273498296738,353.390998601913,368.971498250961,384.273498296738,395.313997983932,402.171997785568,414.383496999741,432.856996297836,446.605996847153,457.380996465683,466.038496732712,472.635496854782,482.44749712944,497.833496809006,506.540997266769,516.957497358322,528.67399764061,539.275996923447,551.231996297836,564.86599612236,577.21599650383,587.637996435165,603.172996282578,620.201995611191,639.688495397568,654.719495534897,662.189495325089,667.240495443344,677.822495222092,689.84999537468,700.611995458603,713.266494512558,729.474994421005,740.855494260788,754.498493909836,771.292492628098,791.098992109299,814.055992841721,836.938992261887,860.947993040085,885.02449297905,906.599993467331,927.834994077682,950.24649310112,974.892992734909,997.842993497849,1019.87099337578,1040.74999308586,1061.67299342155,1081.98699259758,1097.07349276543,1111.14049220085,1128.03899264336,1150.65899157524,1176.81099200249,1193.32099223137,1212.06999278069,1232.7864921093,1256.98299098015,1280.20349192619,1301.06899142265,1323.95149111748,1348.20099139214,1374.09849238396,1395.28099131584,1417.22449183464,1437.32699275017,1457.52199244499,1480.3694922924,1505.46399378777,1529.8514945507,1548.35699534416,1565.64149546623
5431,2016,10.1084995269775,18.6359996795654,18.8829997777939,20.1599997282028,22.7969995737076,27.6394993066788,34.51799929142,43.4499994516373,56.5134989023209,71.2604986429214,87.7469984292984,105.197998642921,123.15999853611,137.47099840641,152.012999176979,168.639998078346,183.313998818398,196.321999192238,209.201999306679,221.425998330116,224.849998354912,227.901498198509,236.027498602867,249.06599843502,263.34549844265,275.266998648643,286.338499426842,300.72849881649,311.666999220848,320.622998595238,330.997998595238,345.663998961449,361.092499136925,369.42699944973,378.277999281883,390.651499152184,397.472499251366,403.511999487877,412.896499991417,420.066500067711,422.669999957085,428.316500067711,439.354500174522,450.28350007534,460.837000250816,472.052000403404,481.310000777245,491.598000884056,504.346501708031,520.43050134182,537.630502104759,554.667500853539,571.550000548363,584.136000990868,595.958501219749,610.512502074242,627.419001936913,646.569501280785,666.128501296043,685.735501646996,704.836001753807,723.409501433372,742.25850045681,761.929999709129,777.448999762535,789.299000144005,798.531500220299,809.578500151634,826.471499800682,846.005000472069,864.379500746727,883.129500746727,901.501000761986,921.868501067162,936.165500998497,950.009001135826,960.790500998497,974.831001639366,991.414001822472,1010.14550054073,1024.25350034237,1036.92300069332,1053.91600072384,1067.90500104427,1082.77150094509,1099.8780015707,1118.90050065517,1138.88250100613,1158.41650140285,1178.9170011282,1196.75400102139,1217.86300218105,1239.0835031271,1260.80500352383,1282.00400483608,1304.69900453091,1328.45050370693,1349.17050492764,1368.70750367641,1388.32200372219,1405.74450433254,1424.65550363064,1445.92350518703,1469.250005126,1493.54350411892,1517.27500474453,1542.29250466824,1566.17650544643,1591.99650514126,1614.11300599575,1632.50500619411,1650.90000665188,1671.78150689602,1695.75950753689,1720.81800782681,1746.84000718594,1770.94900643826,1795.93450677395,1820.31800591946,1844.82200562954,1866.86750543118,1888.78100526333
5523,2016,5.24900007247925,6.81749999523163,6.81749999523163,6.81749999523163,6.81749999523163,6.81749999523163,7.19050002098083,8.2260000705719,13.055999994278,25.9330008029938,35.9400007724762,41.3585007190704,47.8785006999969,55.3075006008148,57.7065005302429,62.2520008087158,70.1150007247925,78.6370010375977,81.4480011463165,81.4480011463165,81.4480011463165,82.1280012130737,85.4945011138916,89.7030010223389,89.7030010223389,89.7335010766983,92.808501124382,96.4740010499954,100.847001194954,103.931501269341,109.438501238823,123.26550090313,135.755500674248,140.168001055717,140.168001055717,140.168001055717,140.168001055717,142.199501156807,149.71300137043,154.6225014925,157.046501278877,160.299501299858,167.717001318932,173.544001460075,179.859001517296,186.877001643181,195.266001582146,202.72050178051,212.687001109123,223.691500544548,232.380000948906,240.983000636101,254.301500201225,268.270500063896,277.649499773979,285.05749976635,294.554999232292,295.770999312401,302.36299932003,308.043499350548,313.590999007225,322.1489995718,330.66899907589,336.896499037743,345.261998534203,352.841498732567,360.764998793602,372.556998610497,381.189998984337,389.794498801231,398.717499136925,412.130499243736,427.05999982357,442.04450070858,456.074500441551,473.241500258446,482.844499945641,490.958999991417,505.016498923302,517.406998991966,531.301498770714,547.600998282433,564.910498023033,578.494998335838,596.221497893333,608.751498579979,625.5389970541,644.170997023582,658.528497099876,679.236997008324,691.894497275352,709.747997641563,732.044498801231,749.466499686241,763.855999350548,778.512499213219,796.01299893856,810.341999411583,830.293499350548,849.158499121666,865.724998831749,879.915499091148,894.873499274254,910.101499915123,926.973499655724,943.978500723839,962.824501395226,982.595001578331,1001.91800153255,1020.59400212765,1038.48300206661,1057.61600148678,1078.1595004797,1099.29750096798,1116.8795017004,1136.09350240231,1154.31650197506,1173.33150136471,1193.70250165462,1215.66300237179,1234.54850232601,1253.75850141048
6481,2016,4.13749980926514,6.47199988365173,6.47199988365173,6.47199988365173,6.47199988365173,6.47199988365173,6.47199988365173,8.71950006484985,15.1909999847412,29.3505001068115,42.2835006713867,47.1510004997253,53.8900003433228,63.3915004730225,66.3575005531311,71.9370007514954,81.5920004844666,90.3095011711121,91.8850011825562,91.8850011825562,91.8850011825562,93.832001209259,98.1805009841919,107.118000984192,111.048501014709,116.697000980377,121.182000637054,127.519500732422,131.371000766754,133.008500576019,137.925500869751,151.978000640869,165.762001037598,169.660501003265,169.660501003265,169.660501003265,169.660501003265,169.660501003265,177.311001300812,179.536001205444,181.497001171112,184.136501312256,192.049001216888,196.031501293182,201.050501346588,206.447001457214,213.652501583099,220.807001113892,232.407001495361,246.594501495361,255.27700138092,262.734001636505,275.579001903534,293.206502437592,301.363002300262,309.875002384186,319.891003131866,322.56000328064,329.399503231049,337.788503170013,347.292502880096,358.841002941132,365.908003330231,373.3205037117,381.537003993988,388.41900396347,396.449003696442,408.539503574371,418.624002933502,428.091503620148,436.172003269196,447.509003162384,462.233003139496,478.84050321579,493.945502758026,508.846502780914,516.361002445221,524.860502719879,536.644503116608,551.308502674103,563.802503108978,577.864503383636,592.873502254486,607.770502567291,626.196001529694,639.921001911163,659.916000843048,682.846001148224,706.223000049591,731.283001422882,749.282001972198,768.763502597809,788.219002246857,806.519001483917,824.858002185822,842.863003253937,864.145002841949,881.22350358963,900.555504322052,919.421003818512,933.826004505157,947.092005252838,961.47700548172,975.994005680084,991.531005382538,1005.92850542068,1022.9960064888,1042.60550737381,1062.06650781631,1079.87450838089,1099.04950761795,1119.45350694656,1141.38800668716,1159.19800615311,1175.65550661087,1193.93400621414,1213.50700616837,1234.00700616837,1256.37850618362,1279.07800722122,1301.05100679398,1321.97050714493
6701,2016,11.0679998397827,18.9675002098083,19.2160001993179,20.9925003051758,24.5865001678467,30.4184999465942,38.2269997596741,48.5234990119934,62.3709988594055,78.3089995384216,97.1799998283386,115.143001079559,134.703000545502,150.032001018524,163.872500896454,181.166001796722,195.103501796722,207.15750169754,219.445001125336,229.92600107193,234.398000717163,239.42450094223,249.124001026154,263.064501285553,278.886501789093,287.114501476288,299.726500988007,314.616501331329,323.744000911713,333.463000774384,347.16800069809,364.092500209808,380.422500133514,389.228499889374,399.044000148773,412.335500240326,419.874000072479,430.908999919891,441.590499401093,449.045999526978,453.86799955368,462.037000179291,476.69950056076,487.670000553131,501.095000743866,517.49299955368,531.812499523163,546.411999225616,563.012499332428,581.330000400543,600.509500980377,622.306501865387,642.150501728058,657.037501811981,671.554002285004,688.684501171112,708.558001995087,730.003001689911,751.862502574921,771.904002666473,792.150502681732,810.777001857758,832.206502437592,852.047502040863,867.591001987457,880.808001041412,890.258000850677,904.155500888824,923.903500080109,945.778000354767,967.136501789093,989.728500843048,1010.86550188065,1032.87300157547,1049.70100069046,1062.10600042343,1073.64950037003,1088.4545006752,1106.4364991188,1123.88749933243,1142.4989991188,1160.66400003433,1178.26349878311,1195.62549829483,1213.58149766922,1234.06649827957,1256.16149759293,1278.19649744034,1301.57549715042,1325.40349626541,1348.430996418,1372.03699541092,1396.34799623489,1421.34499597549,1445.43599557877,1469.82999658585,1494.52149629593,1515.82349634171,1537.98299646378,1558.7074971199,1578.45499849319,1599.56099939346,1623.09450006485,1649.05550050735,1675.72650194168,1701.9665017128,1728.45100259781,1753.78250360489,1780.81350374222,1804.36850404739,1828.05750322342,1851.46200227737,1876.46850252151,1902.1330037117,1929.54300355911,1956.79200410843,1981.65850496292,2007.6060051918,2034.71000528336,2061.03900384903,2086.40500307083,2109.22100305557
8418,2016,17.8745002746582,31.6494998931885,44.7304992675781,58.9744987487793,72.3884992599487,88.3224992752075,105.287999153137,124.742499351501,142.757998466492,157.762998580933,175.606998443604,192.945499420166,209.708999633789,227.998998641968,249.210998535156,268.461498260498,286.119499206543,300.099999427795,313.90149974823,323.905999183655,330.283999443054,339.063999176025,353.735499382019,371.788998603821,382.21999835968,394.370498657227,411.180999755859,424.056499481201,437.598999977112,453.502499580383,474.669499397278,494.933499336243,504.691498756409,516.495999336243,530.595499992371,549.385500907898,569.02649974823,585.154999732971,603.890500068665,620.321000099182,636.826001167297,657.728001594543,677.246001243591,694.004000663757,711.743500709534,727.759001731873,746.496001243591,767.902501106262,787.494000434875,806.506001472473,827.526501655579,846.807002067566,866.189002037048,885.331002235413,905.418002128601,926.273501396179,950.281001091003,973.140002250671,994.315501213074,1016.14100170135,1038.84700107574,1061.99150180817,1083.21350193024,1097.4150018692,1113.29100131989,1132.20000171661,1150.74500179291,1170.27600193024,1191.14150333405,1211.03600406647,1234.24600315094,1260.25600147247,1285.65750217438,1308.25700283051,1330.43350124359,1351.2215013504,1371.20250034332,1390.20399951935,1412.41899967194,1428.32499980927,1444.52400112152,1464.05100154877,1486.19350147247,1509.35400104523,1533.6650018692,1559.35500049591,1586.78900051117,1609.49500179291,1628.65350246429,1652.63550281525,1678.1975030899,1702.88150310516,1728.13100337982,1751.32400417328,1773.54700374603,1796.06500339508,1820.36550235748,1845.53050327301,1869.84000301361,1895.49000453949,1922.00700473785,1949.02250576019,1976.15550518036,2003.78450489044,2031.10150623322,2057.1770067215,2085.40650653839,2113.70600605011,2142.43650531769,2171.07100391388,2198.75800418854,2226.05400371552,2253.63850498199,2282.1680059433,2310.44000530243,2338.83650493622,2367.47200489044,2396.7455034256,2425.78250217438,2454.73400211334,2482.52850055695,2510.1295003891
